customer_id,first_name,last_name,email,phone,registration_date,city,state,age,segment,annual_income,email_subscribed
CUST_0019,FirstName19,LastName19,customer19@email.com,+1-555-552-4330,2022-04-03,Chicago,IL,55,Premium,36218,False
CUST_0020,FirstName20,LastName20,customer20@email.com,+1-555-116-7439,2021-10-07,San Diego,CA,27,Premium,55614,True
CUST_0021,FirstName21,LastName21,customer21@email.com,+1-555-134-2392,2022-01-10,San Diego,CA,46,Standard,129500,True
CUST_0022,FirstName22,LastName22,customer22@email.com,+1-555-216-9471,2021-03-17,San Jose,CA,43,Standard,122204,True
CUST_0023,FirstName23,LastName23,customer23@email.com,+1-555-933-2059,2023-10-15,Chicago,IL,20,Premium,129405,True
CUST_0024,FirstName24,LastName24,customer24@email.com,+1-555-927-7748,2022-03-02,New York,NY,36,Standard,90516,True
CUST_0025,FirstName25,LastName25,customer25@email.com,+1-555-569-9212,2022-05-22,San Jose,CA,53,Standard,131158,True
CUST_0026,FirstName26,LastName26,customer26@email.com,+1-555-661-4678,2023-12-31,Houston,TX,40,Basic,92203,True
CUST_0027,FirstName27,LastName27,customer27@email.com,+1-555-323-1973,2021-10-03,Chicago,IL,64,Standard,67903,False
CUST_0028,FirstName28,LastName28,customer28@email.com,+1-555-496-4377,2021-01-14,Chicago,IL,31,Standard,94634,False
CUST_0029,FirstName29,LastName29,customer29@email.com,+1-555-971-1494,2023-01-17,New York,NY,50,Premium,119835,False
CUST_0030,FirstName30,LastName30,customer30@email.com,+1-555-563-1045,2023-10-18,Philadelphia,PA,29,Standard,92593,True
CUST_0031,FirstName31,LastName31,customer31@email.com,+1-555-841-9831,2022-10-11,New York,NY,57,Premium,113241,True
CUST_0032,FirstName32,LastName32,customer32@email.com,+1-555-647-4427,2023-05-03,Chicago,IL,42,Basic,61365,True
CUST_0033,FirstName33,LastName33,customer33@email.com,+1-555-872-9135,2021-11-26,Los Angeles,CA,63,Premium,141475,False
CUST_0034,FirstName34,LastName34,customer34@email.com,+1-555-879-3050,2023-02-13,Houston,TX,61,Standard,112780,False
CUST_0035,FirstName35,LastName35,customer35@email.com,+1-555-428-6506,2021-08-03,Phoenix,AZ,25,Standard,38515,False
CUST_0036,FirstName36,LastName36,customer36@email.com,+1-555-435-4774,2021-08-05,Phoenix,AZ,59,Standard,29429,True
CUST_0037,FirstName37,LastName37,customer37@email.com,+1-555-341-1641,2021-11-28,Phoenix,AZ,52,Basic,80746,True
CUST_0038,FirstName38,LastName38,customer38@email.com,+1-555-628-4343,2022-04-03,New York,NY,26,Standard,34416,True
CUST_0039,FirstName39,LastName39,customer39@email.com,+1-555-652-3446,2022-01-28,San Antonio,TX,19,Standard,28591,True
CUST_0040,FirstName40,LastName40,customer40@email.com,+1-555-454-3631,2021-05-14,Phoenix,AZ,67,Basic,142025,True
CUST_0041,FirstName41,LastName41,customer41@email.com,+1-555-246-5422,2023-10-16,San Diego,CA,48,Standard,132917,False
CUST_0042,FirstName42,LastName42,customer42@email.com,+1-555-527-9584,2023-05-18,New York,NY,37,Basic,27395,True
CUST_0043,FirstName43,LastName43,customer43@email.com,+1-555-899-7792,2023-11-17,San Diego,CA,37,Standard,57577,True
CUST_0044,FirstName44,LastName44,customer44@email.com,+1-555-860-9254,2021-06-15,New York,NY,52,Basic,30965,False
CUST_0045,FirstName45,LastName45,customer45@email.com,+1-555-725-9408,2021-06-01,Houston,TX,21,Standard,40330,False
CUST_0046,FirstName46,LastName46,customer46@email.com,+1-555-654-2080,2022-12-09,Los Angeles,CA,53,Standard,107641,True
CUST_0047,FirstName47,LastName47,customer47@email.com,+1-555-264-6190,2022-10-02,San Jose,CA,29,Premium,41473,True
CUST_0048,FirstName48,LastName48,customer48@email.com,+1-555-993-9437,2022-08-31,San Jose,CA,33,Basic,49220,False
CUST_0049,FirstName49,LastName49,customer49@email.com,+1-555-851-8041,2023-11-06,New York,NY,32,Basic,132012,False
CUST_0050,FirstName50,LastName50,customer50@email.com,+1-555-499-2526,2022-09-04,New York,NY,58,Basic,71111,False
CUST_0051,FirstName51,LastName51,customer51@email.com,+1-555-717-1500,2021-06-23,Houston,TX,29,Basic,114460,False
CUST_0052,FirstName52,LastName52,customer52@email.com,+1-555-831-6190,2022-11-28,Los Angeles,CA,26,Basic,69788,False
CUST_0053,FirstName53,LastName53,customer53@email.com,+1-555-248-8053,2021-02-15,Philadelphia,PA,19,Standard,77076,True
CUST_0054,FirstName54,LastName54,customer54@email.com,+1-555-873-7387,2023-05-19,Dallas,TX,43,Standard,113552,True
CUST_0055,FirstName55,LastName55,customer55@email.com,+1-555-206-4154,2022-02-01,San Diego,CA,55,Standard,62569,True
CUST_0056,FirstName56,LastName56,customer56@email.com,+1-555-831-5289,2021-08-03,Dallas,TX,47,Standard,96713,True
CUST_0057,FirstName57,LastName57,customer57@email.com,+1-555-790-9783,2021-11-21,San Diego,CA,30,Basic,115995,True
CUST_0058,FirstName58,LastName58,customer58@email.com,+1-555-885-5506,2021-10-31,San Diego,CA,45,Basic,127067,True
CUST_0059,FirstName59,LastName59,customer59@email.com,+1-555-893-6659,2023-01-03,Dallas,TX,58,Premium,63051,True
CUST_0060,FirstName60,LastName60,customer60@email.com,+1-555-687-3292,2022-04-07,Chicago,IL,49,Standard,68769,False
CUST_0061,FirstName61,LastName61,customer61@email.com,+1-555-155-5886,2023-04-10,Houston,TX,34,Premium,110447,True
CUST_0062,FirstName62,LastName62,customer62@email.com,+1-555-177-5090,2022-11-29,Los Angeles,CA,32,Standard,28743,True
CUST_0063,FirstName63,LastName63,customer63@email.com,+1-555-285-1226,2023-05-15,Dallas,TX,33,Standard,128022,True
CUST_0064,FirstName64,LastName64,customer64@email.com,+1-555-719-6280,2023-07-16,Houston,TX,50,Basic,75897,True
CUST_0065,FirstName65,LastName65,customer65@email.com,+1-555-129-9664,2022-04-08,San Jose,CA,62,Premium,49815,False
CUST_0066,FirstName66,LastName66,customer66@email.com,+1-555-434-9503,2021-09-26,San Diego,CA,21,Standard,123075,True
CUST_0067,FirstName67,LastName67,customer67@email.com,+1-555-278-8017,2021-09-06,San Jose,CA,45,Standard,104434,False
CUST_0068,FirstName68,LastName68,customer68@email.com,+1-555-396-2331,2022-03-21,San Antonio,TX,36,Standard,72024,False
CUST_0069,FirstName69,LastName69,customer69@email.com,+1-555-521-4611,2023-12-26,San Diego,CA,45,Basic,102681,True
CUST_0070,FirstName70,LastName70,customer70@email.com,+1-555-725-3122,2021-11-13,Phoenix,AZ,27,Basic,117545,False
CUST_0071,FirstName71,LastName71,customer71@email.com,+1-555-453-5130,2021-07-18,Houston,TX,51,Basic,109766,True
CUST_0072,FirstName72,LastName72,customer72@email.com,+1-555-891-3899,2022-06-15,Houston,TX,56,Standard,38222,False
CUST_0073,FirstName73,LastName73,customer73@email.com,+1-555-220-3466,2022-11-06,San Antonio,TX,47,Basic,134934,False
CUST_0074,FirstName74,LastName74,customer74@email.com,+1-555-113-9120,2023-02-24,New York,NY,67,Standard,34404,True
CUST_0075,FirstName75,LastName75,customer75@email.com,+1-555-981-4055,2023-05-14,Houston,TX,31,Basic,136186,False
CUST_0076,FirstName76,LastName76,customer76@email.com,+1-555-182-8723,2022-09-06,New York,NY,21,Basic,139250,False
CUST_0077,FirstName77,LastName77,customer77@email.com,+1-555-401-6386,2022-04-10,San Diego,CA,48,Premium,148447,True
CUST_0078,FirstName78,LastName78,customer78@email.com,+1-555-509-6767,2021-01-21,San Jose,CA,56,Basic,84719,True
CUST_0079,FirstName79,LastName79,customer79@email.com,+1-555-698-5314,2022-05-26,Dallas,TX,39,Standard,35236,False
CUST_0080,FirstName80,LastName80,customer80@email.com,+1-555-720-9772,2023-04-12,Los Angeles,CA,50,Basic,41108,True
CUST_0081,FirstName81,LastName81,customer81@email.com,+1-555-207-6698,2021-07-08,New York,NY,63,Standard,129775,True
CUST_0082,FirstName82,LastName82,customer82@email.com,+1-555-992-4490,2021-10-29,San Diego,CA,56,Basic,60843,False
CUST_0083,FirstName83,LastName83,customer83@email.com,+1-555-744-2764,2022-04-13,Chicago,IL,37,Standard,102089,True
CUST_0084,FirstName84,LastName84,customer84@email.com,+1-555-488-4835,2022-09-30,Philadelphia,PA,67,Standard,31862,True
CUST_0085,FirstName85,LastName85,customer85@email.com,+1-555-368-2043,2022-12-27,Houston,TX,19,Basic,79774,False
CUST_0086,FirstName86,LastName86,customer86@email.com,+1-555-617-5227,2023-06-09,Philadelphia,PA,39,Premium,146574,True
CUST_0087,FirstName87,LastName87,customer87@email.com,+1-555-742-5014,2023-03-06,San Antonio,TX,50,Basic,126711,True
CUST_0088,FirstName88,LastName88,customer88@email.com,+1-555-370-5237,2023-09-02,San Diego,CA,31,Premium,32248,True
CUST_0089,FirstName89,LastName89,customer89@email.com,+1-555-138-9115,2022-04-10,San Diego,CA,49,Standard,141680,False
CUST_0090,FirstName90,LastName90,customer90@email.com,+1-555-290-1446,2021-06-29,New York,NY,34,Standard,80779,True
CUST_0091,FirstName91,LastName91,customer91@email.com,+1-555-197-4980,2021-04-26,San Antonio,TX,40,Standard,148573,True
CUST_0092,FirstName92,LastName92,customer92@email.com,+1-555-122-2128,2022-05-10,Houston,TX,52,Standard,106696,True
CUST_0093,FirstName93,LastName93,customer93@email.com,+1-555-321-7998,2023-07-30,Chicago,IL,32,Standard,45557,True
CUST_0094,FirstName94,LastName94,customer94@email.com,+1-555-542-3324,2023-11-08,Philadelphia,PA,57,Premium,101289,True
CUST_0095,FirstName95,LastName95,customer95@email.com,+1-555-923-1362,2023-03-18,Philadelphia,PA,64,Basic,126559,False
CUST_0096,FirstName96,LastName96,customer96@email.com,+1-555-588-8195,2021-02-25,Philadelphia,PA,24,Standard,99935,True
CUST_0097,FirstName97,LastName97,customer97@email.com,+1-555-359-1925,2021-02-10,Houston,TX,41,Standard,129887,True
CUST_0098,FirstName98,LastName98,customer98@email.com,+1-555-235-6302,2023-09-13,Philadelphia,PA,22,Standard,85252,True
CUST_0099,FirstName99,LastName99,customer99@email.com,+1-555-638-2331,2023-08-14,Los Angeles,CA,21,Standard,35534,True
CUST_0100,FirstName100,LastName100,customer100@email.com,+1-555-827-1071,2023-03-17,Houston,TX,45,Standard,115875,True
CUST_0101,FirstName101,LastName101,customer101@email.com,+1-555-300-4832,2022-07-01,New York,NY,52,Standard,119182,False
CUST_0102,FirstName102,LastName102,customer102@email.com,+1-555-478-4831,2022-07-14,Philadelphia,PA,66,Standard,104232,True
CUST_0103,FirstName103,LastName103,customer103@email.com,+1-555-124-7911,2023-10-29,Philadelphia,PA,68,Standard,42868,True
CUST_0104,FirstName104,LastName104,customer104@email.com,+1-555-477-5682,2022-03-13,Los Angeles,CA,57,Standard,145769,True
CUST_0105,FirstName105,LastName105,customer105@email.com,+1-555-463-4856,2023-11-29,San Jose,CA,24,Basic,96718,True
CUST_0106,FirstName106,LastName106,customer106@email.com,+1-555-931-7238,2023-03-30,Houston,TX,42,Premium,71996,True
CUST_0107,FirstName107,LastName107,customer107@email.com,+1-555-915-6674,2023-01-24,San Diego,CA,69,Basic,107516,True
CUST_0108,FirstName108,LastName108,customer108@email.com,+1-555-534-2395,2022-09-19,Los Angeles,CA,68,Standard,123756,False
CUST_0109,FirstName109,LastName109,customer109@email.com,+1-555-338-5348,2022-08-07,San Antonio,TX,38,Standard,72664,True
CUST_0110,FirstName110,LastName110,customer110@email.com,+1-555-933-6196,2021-03-13,San Antonio,TX,40,Basic,80420,True
CUST_0111,FirstName111,LastName111,customer111@email.com,+1-555-690-8702,2021-06-10,Los Angeles,CA,59,Basic,45471,False
CUST_0112,FirstName112,LastName112,customer112@email.com,+1-555-984-3049,2023-02-15,Philadelphia,PA,58,Standard,116057,True
CUST_0113,FirstName113,LastName113,customer113@email.com,+1-555-392-7266,2021-06-29,Phoenix,AZ,52,Basic,123092,True
CUST_0114,FirstName114,LastName114,customer114@email.com,+1-555-731-8962,2023-02-04,Los Angeles,CA,24,Standard,101700,True
CUST_0115,FirstName115,LastName115,customer115@email.com,+1-555-758-6278,2021-04-17,Houston,TX,26,Premium,37196,True
CUST_0116,FirstName116,LastName116,customer116@email.com,+1-555-597-2620,2023-06-15,Los Angeles,CA,50,Basic,63187,True
CUST_0117,FirstName117,LastName117,customer117@email.com,+1-555-411-2301,2022-01-21,San Antonio,TX,63,Basic,99474,True
CUST_0118,FirstName118,LastName118,customer118@email.com,+1-555-144-6440,2023-04-19,New York,NY,28,Basic,72458,False
CUST_0119,FirstName119,LastName119,customer119@email.com,+1-555-573-4833,2022-09-05,Dallas,TX,29,Standard,61059,True
CUST_0120,FirstName120,LastName120,customer120@email.com,+1-555-541-5968,2023-05-01,Phoenix,AZ,44,Premium,64386,True
CUST_0121,FirstName121,LastName121,customer121@email.com,+1-555-669-9014,2022-05-17,San Jose,CA,34,Basic,57152,True
CUST_0122,FirstName122,LastName122,customer122@email.com,+1-555-936-8190,2021-08-05,San Diego,CA,69,Standard,88797,True
CUST_0123,FirstName123,LastName123,customer123@email.com,+1-555-549-9756,2022-10-08,Philadelphia,PA,52,Basic,124728,True
CUST_0124,FirstName124,LastName124,customer124@email.com,+1-555-874-3318,2022-02-10,Philadelphia,PA,49,Basic,111978,True
CUST_0125,FirstName125,LastName125,customer125@email.com,+1-555-437-9702,2023-04-14,Dallas,TX,30,Standard,39219,True
CUST_0126,FirstName126,LastName126,customer126@email.com,+1-555-539-2575,2022-07-15,Phoenix,AZ,60,Standard,51567,True
CUST_0127,FirstName127,LastName127,customer127@email.com,+1-555-944-3613,2021-02-02,San Antonio,TX,66,Standard,127735,True
CUST_0128,FirstName128,LastName128,customer128@email.com,+1-555-445-9384,2021-12-25,San Jose,CA,49,Standard,124059,False
CUST_0129,FirstName129,LastName129,customer129@email.com,+1-555-752-3333,2022-04-23,San Jose,CA,19,Premium,103443,False
CUST_0130,FirstName130,LastName130,customer130@email.com,+1-555-687-4414,2021-02-19,Philadelphia,PA,47,Standard,31457,True
CUST_0131,FirstName131,LastName131,customer131@email.com,+1-555-263-8664,2022-07-23,San Jose,CA,51,Basic,56821,False
CUST_0132,FirstName132,LastName132,customer132@email.com,+1-555-979-9259,2021-09-27,Los Angeles,CA,18,Standard,71458,False
CUST_0133,FirstName133,LastName133,customer133@email.com,+1-555-742-2125,2022-05-23,Dallas,TX,43,Basic,31565,True
CUST_0134,FirstName134,LastName134,customer134@email.com,+1-555-842-4232,2022-04-23,San Diego,CA,50,Standard,94001,False
CUST_0135,FirstName135,LastName135,customer135@email.com,+1-555-393-6755,2022-04-07,Houston,TX,38,Standard,130056,True
CUST_0136,FirstName136,LastName136,customer136@email.com,+1-555-910-3606,2023-06-14,Chicago,IL,52,Premium,58948,True
CUST_0137,FirstName137,LastName137,customer137@email.com,+1-555-756-6922,2022-01-31,Los Angeles,CA,27,Standard,126096,True
CUST_0138,FirstName138,LastName138,customer138@email.com,+1-555-467-3685,2021-01-15,Chicago,IL,38,Basic,56419,True
CUST_0139,FirstName139,LastName139,customer139@email.com,+1-555-300-7004,2021-01-05,San Antonio,TX,35,Standard,36755,True
CUST_0140,FirstName140,LastName140,customer140@email.com,+1-555-268-1791,2022-08-09,Chicago,IL,57,Standard,113287,True
CUST_0141,FirstName141,LastName141,customer141@email.com,+1-555-603-8408,2021-02-13,Dallas,TX,51,Standard,94329,True
CUST_0142,FirstName142,LastName142,customer142@email.com,+1-555-139-7446,2022-08-21,Los Angeles,CA,58,Basic,94139,False
CUST_0143,FirstName143,LastName143,customer143@email.com,+1-555-379-4811,2021-09-01,Houston,TX,53,Standard,71619,True
CUST_0144,FirstName144,LastName144,customer144@email.com,+1-555-190-7533,2022-12-20,Houston,TX,52,Standard,44362,True
CUST_0145,FirstName145,LastName145,customer145@email.com,+1-555-798-7211,2023-11-28,Houston,TX,53,Basic,49911,True
CUST_0146,FirstName146,LastName146,customer146@email.com,+1-555-313-4447,2023-02-18,Los Angeles,CA,41,Standard,88001,True
CUST_0147,FirstName147,LastName147,customer147@email.com,+1-555-158-2285,2022-09-26,Philadelphia,PA,51,Premium,108805,False
CUST_0148,FirstName148,LastName148,customer148@email.com,+1-555-731-4022,2023-07-12,Dallas,TX,42,Premium,124851,False
CUST_0149,FirstName149,LastName149,customer149@email.com,+1-555-444-2757,2021-04-19,San Antonio,TX,27,Standard,104180,True
CUST_0150,FirstName150,LastName150,customer150@email.com,+1-555-290-1932,2023-07-26,Dallas,TX,31,Premium,122095,False
CUST_0151,FirstName151,LastName151,customer151@email.com,+1-555-538-1743,2022-07-20,Chicago,IL,50,Premium,132026,True
CUST_0152,FirstName152,LastName152,customer152@email.com,+1-555-284-8506,2022-07-16,San Diego,CA,68,Standard,55041,True
CUST_0153,FirstName153,LastName153,customer153@email.com,+1-555-894-3479,2021-06-05,Chicago,IL,69,Basic,25434,True
CUST_0154,FirstName154,LastName154,customer154@email.com,+1-555-974-4959,2021-03-10,New York,NY,25,Basic,136145,True
CUST_0155,FirstName155,LastName155,customer155@email.com,+1-555-468-7867,2021-02-20,Houston,TX,33,Premium,85669,True
CUST_0156,FirstName156,LastName156,customer156@email.com,+1-555-784-4221,2021-09-13,Los Angeles,CA,57,Standard,131941,True
CUST_0157,FirstName157,LastName157,customer157@email.com,+1-555-668-6608,2023-01-25,Philadelphia,PA,40,Premium,97008,True
CUST_0158,FirstName158,LastName158,customer158@email.com,+1-555-984-8230,2023-10-03,San Antonio,TX,42,Standard,77798,True
CUST_0159,FirstName159,LastName159,customer159@email.com,+1-555-324-2600,2023-04-27,San Antonio,TX,22,Standard,70291,False
CUST_0160,FirstName160,LastName160,customer160@email.com,+1-555-127-7030,2022-11-16,San Jose,CA,23,Basic,85611,True
CUST_0161,FirstName161,LastName161,customer161@email.com,+1-555-198-6309,2023-11-20,Los Angeles,CA,29,Basic,40389,True
CUST_0162,FirstName162,LastName162,customer162@email.com,+1-555-459-6774,2022-07-26,Philadelphia,PA,35,Premium,130583,False
CUST_0163,FirstName163,LastName163,customer163@email.com,+1-555-598-4217,2023-11-11,New York,NY,54,Basic,88115,True
CUST_0164,FirstName164,LastName164,customer164@email.com,+1-555-484-7457,2022-04-13,Dallas,TX,20,Standard,132412,False
CUST_0165,FirstName165,LastName165,customer165@email.com,+1-555-610-6491,2021-12-05,San Antonio,TX,36,Standard,77442,True
CUST_0166,FirstName166,LastName166,customer166@email.com,+1-555-900-6267,2021-01-27,Los Angeles,CA,57,Basic,61025,False
CUST_0167,FirstName167,LastName167,customer167@email.com,+1-555-492-3126,2023-09-09,Dallas,TX,30,Basic,145591,True
CUST_0168,FirstName168,LastName168,customer168@email.com,+1-555-709-3861,2022-04-19,Philadelphia,PA,60,Basic,82389,False
CUST_0169,FirstName169,LastName169,customer169@email.com,+1-555-642-3567,2021-07-17,Houston,TX,26,Premium,77275,True
CUST_0170,FirstName170,LastName170,customer170@email.com,+1-555-984-5962,2023-07-27,New York,NY,64,Premium,43693,True
CUST_0171,FirstName171,LastName171,customer171@email.com,+1-555-797-2976,2021-12-23,Chicago,IL,26,Basic,125794,True
CUST_0172,FirstName172,LastName172,customer172@email.com,+1-555-967-8425,2021-10-13,Houston,TX,53,Standard,66457,False
CUST_0173,FirstName173,LastName173,customer173@email.com,+1-555-131-4681,2022-12-06,Los Angeles,CA,60,Standard,32501,True
CUST_0174,FirstName174,LastName174,customer174@email.com,+1-555-512-4090,2021-09-27,San Antonio,TX,44,Basic,47564,True
CUST_0175,FirstName175,LastName175,customer175@email.com,+1-555-127-1831,2021-07-04,San Diego,CA,35,Premium,46699,True
CUST_0176,FirstName176,LastName176,customer176@email.com,+1-555-307-2286,2021-09-21,San Diego,CA,34,Basic,133245,True
CUST_0177,FirstName177,LastName177,customer177@email.com,+1-555-273-3478,2022-12-23,San Diego,CA,32,Standard,129132,True
CUST_0178,FirstName178,LastName178,customer178@email.com,+1-555-204-1693,2021-09-01,Dallas,TX,44,Basic,28491,True
CUST_0179,FirstName179,LastName179,customer179@email.com,+1-555-811-6973,2023-03-29,New York,NY,35,Standard,79091,False
CUST_0180,FirstName180,LastName180,customer180@email.com,+1-555-266-4657,2023-04-17,Los Angeles,CA,64,Basic,109731,True
CUST_0181,FirstName181,LastName181,customer181@email.com,+1-555-818-5329,2022-11-23,Houston,TX,41,Standard,62869,True
CUST_0182,FirstName182,LastName182,customer182@email.com,+1-555-344-3765,2022-06-06,New York,NY,19,Basic,104386,True
CUST_0183,FirstName183,LastName183,customer183@email.com,+1-555-697-5118,2021-04-28,Dallas,TX,24,Basic,137666,False
CUST_0184,FirstName184,LastName184,customer184@email.com,+1-555-874-9283,2021-07-18,San Diego,CA,36,Basic,74451,True
CUST_0185,FirstName185,LastName185,customer185@email.com,+1-555-380-2082,2022-10-09,Philadelphia,PA,30,Standard,100093,False
CUST_0186,FirstName186,LastName186,customer186@email.com,+1-555-161-9967,2021-12-08,Los Angeles,CA,66,Basic,39039,True
CUST_0187,FirstName187,LastName187,customer187@email.com,+1-555-869-6825,2023-10-11,San Jose,CA,44,Premium,115726,False
CUST_0188,FirstName188,LastName188,customer188@email.com,+1-555-511-8021,2023-04-04,San Antonio,TX,42,Premium,143819,True
CUST_0189,FirstName189,LastName189,customer189@email.com,+1-555-929-8215,2023-11-07,San Antonio,TX,22,Basic,138005,True
CUST_0190,FirstName190,LastName190,customer190@email.com,+1-555-530-7118,2023-08-03,San Diego,CA,44,Basic,117529,False
CUST_0191,FirstName191,LastName191,customer191@email.com,+1-555-839-2774,2022-07-22,Dallas,TX,32,Standard,42229,True
CUST_0192,FirstName192,LastName192,customer192@email.com,+1-555-173-8802,2022-09-10,Houston,TX,41,Standard,33155,False
CUST_0193,FirstName193,LastName193,customer193@email.com,+1-555-682-8816,2021-07-12,New York,NY,33,Basic,119075,True
CUST_0194,FirstName194,LastName194,customer194@email.com,+1-555-880-4722,2023-05-07,Dallas,TX,69,Standard,88140,True
CUST_0195,FirstName195,LastName195,customer195@email.com,+1-555-964-9031,2023-09-14,Houston,TX,25,Premium,58895,True
CUST_0196,FirstName196,LastName196,customer196@email.com,+1-555-467-3808,2021-10-27,San Antonio,TX,39,Basic,29297,True
CUST_0197,FirstName197,LastName197,customer197@email.com,+1-555-897-1793,2022-04-09,New York,NY,63,Standard,92156,False
CUST_0198,FirstName198,LastName198,customer198@email.com,+1-555-972-1191,2023-05-22,Phoenix,AZ,62,Standard,108323,True
CUST_0199,FirstName199,LastName199,customer199@email.com,+1-555-476-6761,2022-12-06,Phoenix,AZ,49,Standard,68381,False
CUST_0200,FirstName200,LastName200,customer200@email.com,+1-555-449-7831,2023-03-10,Chicago,IL,23,Standard,110180,False
CUST_0201,FirstName201,LastName201,customer201@email.com,+1-555-163-7556,2022-03-02,Los Angeles,CA,20,Standard,116544,True
CUST_0202,FirstName202,LastName202,customer202@email.com,+1-555-183-8061,2022-05-21,Dallas,TX,46,Basic,59364,True
CUST_0203,FirstName203,LastName203,customer203@email.com,+1-555-856-9509,2022-11-11,New York,NY,56,Premium,112812,True
CUST_0204,FirstName204,LastName204,customer204@email.com,+1-555-169-8327,2023-09-13,Phoenix,AZ,65,Basic,93078,False
CUST_0205,FirstName205,LastName205,customer205@email.com,+1-555-407-7026,2023-04-15,Los Angeles,CA,42,Premium,104637,True
CUST_0206,FirstName206,LastName206,customer206@email.com,+1-555-322-2772,2022-12-16,Chicago,IL,25,Basic,142353,True
CUST_0207,FirstName207,LastName207,customer207@email.com,+1-555-631-3696,2021-11-03,Houston,TX,33,Standard,32704,True
CUST_0208,FirstName208,LastName208,customer208@email.com,+1-555-649-2140,2021-02-28,Dallas,TX,36,Standard,69436,True
CUST_0209,FirstName209,LastName209,customer209@email.com,+1-555-597-1941,2023-03-16,Phoenix,AZ,33,Basic,34966,True
CUST_0210,FirstName210,LastName210,customer210@email.com,+1-555-459-6248,2022-03-12,San Diego,CA,49,Basic,75802,True
CUST_0211,FirstName211,LastName211,customer211@email.com,+1-555-691-6894,2021-08-02,Houston,TX,24,Basic,119593,False
CUST_0212,FirstName212,LastName212,customer212@email.com,+1-555-360-1703,2022-01-24,San Diego,CA,46,Standard,106008,False
CUST_0213,FirstName213,LastName213,customer213@email.com,+1-555-377-9865,2023-11-26,Chicago,IL,34,Premium,47455,True
CUST_0214,FirstName214,LastName214,customer214@email.com,+1-555-309-1498,2022-04-21,Dallas,TX,35,Basic,97781,False
CUST_0215,FirstName215,LastName215,customer215@email.com,+1-555-307-6630,2021-02-27,Los Angeles,CA,34,Basic,81289,False
CUST_0216,FirstName216,LastName216,customer216@email.com,+1-555-720-2067,2023-06-18,Chicago,IL,52,Premium,34859,True
CUST_0217,FirstName217,LastName217,customer217@email.com,+1-555-393-9143,2023-11-08,Chicago,IL,37,Standard,123475,False
CUST_0218,FirstName218,LastName218,customer218@email.com,+1-555-288-5076,2021-03-07,San Jose,CA,47,Standard,84314,True
CUST_0219,FirstName219,LastName219,customer219@email.com,+1-555-460-3377,2023-08-02,New York,NY,35,Premium,145120,False
CUST_0220,FirstName220,LastName220,customer220@email.com,+1-555-909-4030,2021-03-20,Dallas,TX,69,Standard,128909,True
CUST_0221,FirstName221,LastName221,customer221@email.com,+1-555-459-7260,2021-10-24,San Antonio,TX,54,Premium,133982,True
CUST_0222,FirstName222,LastName222,customer222@email.com,+1-555-863-2073,2022-06-06,San Antonio,TX,61,Standard,28599,False
CUST_0223,FirstName223,LastName223,customer223@email.com,+1-555-130-4055,2023-11-20,Los Angeles,CA,30,Standard,129817,False
